"Location","Month","Crime.type","Latitude","Longitude","Postcode"
"queen street","2015-01","Anti-social behaviour",54.348164,-7.643201,"BT487EF"
"queens road","2015-01","Anti-social behaviour",54.603864,-5.913227,"BT39DT"
"queens square","2015-01","Anti-social behaviour",54.600947,-5.923358,"BT13FG"
"quinton street","2015-01","Anti-social behaviour",54.589546,-5.894279,"BT55GR"
"racecourse road","2015-01","Anti-social behaviour",55.019342,-7.319177,"BT487RB"
"racecourse road","2015-01","Anti-social behaviour",55.017536,-7.320709,"BT487RB"
"railway place","2015-01","Anti-social behaviour",55.133707,-6.663686,"BT521PQ"
"railway street","2015-01","Anti-social behaviour",54.512557,-6.043742,"BT235HQ"
"railway street","2015-01","Anti-social behaviour",54.513512,-6.044499,"BT235HQ"
"railway street","2015-01","Anti-social behaviour",54.827658,-7.4647,"BT235HQ"
"railway street","2015-01","Anti-social behaviour",54.215339,-5.889516,"BT235HQ"
"railwayview street","2015-01","Anti-social behaviour",54.659042,-5.671813,"BT203BZ"
"rainey court","2015-01","Anti-social behaviour",54.7567,-6.617981,"BT455BX"
"rainey street","2015-01","Anti-social behaviour",54.755642,-6.610359,"BT455AQ"
"ramone park","2015-01","Anti-social behaviour",54.433552,-6.415809,"BT635JF"
"rarogan road","2015-01","Anti-social behaviour",54.488791,-7.135157,"BT702DZ"
"rathfriland street","2015-01","Anti-social behaviour",54.348747,-6.26995,"BT323LA"
"rathgael road","2015-01","Anti-social behaviour",54.646856,-5.710843,"BT191RW"
"rathgill drive","2015-01","Anti-social behaviour",54.639238,-5.65874,"BT197TE"
"rathmore crescent","2015-01","Anti-social behaviour",54.659187,-5.703392,"BT191DG"
"rathvarna avenue","2015-01","Anti-social behaviour",54.521237,-6.078527,"BT282UZ"
"ravelston avenue","2015-01","Anti-social behaviour",54.686675,-5.942415,"BT366PF"
"ravenhill court","2015-01","Anti-social behaviour",54.58611,-5.910685,"BT68FS"
"ravenhill reach","2015-01","Anti-social behaviour",54.592416,-5.915793,"BT68RA"
"ravenhill street","2015-01","Anti-social behaviour",54.590915,-5.908489,"BT68EP"
"rectory park","2015-01","Anti-social behaviour",54.465904,-6.341419,"BT666HP"
"regent street","2015-01","Anti-social behaviour",54.594424,-5.701252,"BT234LH"
"regent street","2015-01","Anti-social behaviour",54.594157,-5.699039,"BT234LH"
"reilly place","2015-01","Anti-social behaviour",54.351302,-6.272027,"BT323EY"
"reilly street","2015-01","Anti-social behaviour",54.351555,-6.27277,"BT323DN"
"ridgeway drive","2015-01","Anti-social behaviour",54.970611,-7.286493,"BT473UX"
"ridgeway street","2015-01","Anti-social behaviour",54.577418,-5.931361,"BT95FB"
"riverview park","2015-01","Anti-social behaviour",54.60025,-7.274574,"BT537QS"
"rodney parade","2015-01","Anti-social behaviour",54.588115,-5.961838,"BT126EE"
"roe mill gardens","2015-01","Anti-social behaviour",55.043118,-6.948169,"BT499AU"
"roemill court","2015-01","Anti-social behaviour",55.041068,-6.950053,"BT499NP"
"roseleigh street","2015-01","Anti-social behaviour",54.614222,-5.944123,"BT146GP"
"rosgoill drive","2015-01","Anti-social behaviour",54.572442,-6.006943,"BT119QX"
"rossfad road","2015-01","Anti-social behaviour",54.425273,-7.641375,"BT942NR"
"rostrevor drive","2015-01","Anti-social behaviour",54.648127,-5.687886,"BT191AG"
"rothsay square","2015-01","Anti-social behaviour",54.613903,-5.952344,"BT147BY"
"rotterdam court","2015-01","Anti-social behaviour",54.59935,-5.918781,"BT54DT"
"royal avenue","2015-01","Anti-social behaviour",54.602952,-5.930747,"BT11DD"
"rugby avenue","2015-01","Anti-social behaviour",54.584423,-5.926442,"BT203PZ"
"rugby street","2015-01","Anti-social behaviour",54.58346,-5.928966,"BT71PX"
"rural gardens","2015-01","Anti-social behaviour",54.669691,-5.962496,"BT367UD"
"rushall road","2015-01","Anti-social behaviour",54.967436,-7.276541,"BT473UG"
"russell drive","2015-01","Anti-social behaviour",54.455779,-6.332962,"BT668HF"
"rutland street","2015-01","Anti-social behaviour",54.584882,-5.922319,"BT72FJ"
"salisbury avenue","2015-01","Anti-social behaviour",54.625593,-5.938036,"BT155DY"
"salisbury place","2015-01","Anti-social behaviour",54.551654,-6.003289,"BT179RZ"
"sandown park","2015-01","Anti-social behaviour",54.875165,-6.2783,"BT436LB"
"sandy braes","2015-01","Anti-social behaviour",54.753718,-6.596197,"BT456PN"
"sandy row","2015-01","Anti-social behaviour",54.422032,-6.441213,"BT125EY"
"scarva walk","2015-01","Anti-social behaviour",54.350293,-6.273761,"BT323AB"
"screen road","2015-01","Anti-social behaviour",55.123415,-6.673796,"BT513AG"
"scroggy road","2015-01","Anti-social behaviour",54.562726,-6.214981,"BT490NB"
"second avenue","2015-01","Anti-social behaviour",54.185132,-6.353908,"BT356HB"
"selshion parade","2015-01","Anti-social behaviour",54.425999,-6.465392,"BT624AU"
"seymour street","2015-01","Anti-social behaviour",54.514025,-6.037355,"BT274SQ"
"shaftesbury avenue","2015-01","Anti-social behaviour",54.587699,-5.920489,"BT72ES"
"shandarragh park","2015-01","Anti-social behaviour",54.632544,-5.946853,"BT155FJ"
"shandon park","2015-01","Anti-social behaviour",54.776513,-6.565739,"BT537BA"
"shane court","2015-01","Anti-social behaviour",54.893084,-6.209654,"BT424JR"
"shanroy park","2015-01","Anti-social behaviour",54.596088,-6.939489,"BT702RP"
"shore road","2015-01","Anti-social behaviour",54.646171,-5.920355,"BT403HQ"
"shore road","2015-01","Anti-social behaviour",54.641895,-5.834315,"BT403HQ"
"skerdan road","2015-01","Anti-social behaviour",54.902743,-6.436846,"BT448EY"
"skye park","2015-01","Anti-social behaviour",54.863063,-6.255593,"BT424EB"
"slievemoyne park","2015-01","Anti-social behaviour",54.633538,-5.940314,"BT155GZ"
"somerset park","2015-01","Anti-social behaviour",55.114416,-6.682212,"BT513LH"
"somerton road","2015-01","Anti-social behaviour",54.625177,-5.933149,"BT154DE"
"southwell road","2015-01","Anti-social behaviour",54.662511,-5.671397,"BT203AQ"
"spencer road","2015-01","Anti-social behaviour",54.989972,-7.313551,"BT476AQ"
"spencer row","2015-01","Anti-social behaviour",55.13091,-6.678204,"BT513DF"
"sperrin view","2015-01","Anti-social behaviour",54.750939,-6.604494,"BT829SS"
"spout road","2015-01","Anti-social behaviour",54.377039,-7.313373,"BT750PD"
"spout walk","2015-01","Anti-social behaviour",54.376586,-7.314257,"BT750PA"
"springburn park","2015-01","Anti-social behaviour",54.496022,-6.053608,"BT275QZ"
"springdale","2015-01","Anti-social behaviour",54.506122,-6.780064,"BT701EJ"
"springfield gardens","2015-01","Anti-social behaviour",54.462895,-5.440825,"BT221ES"
"springfield park","2015-01","Anti-social behaviour",54.81058,-6.517932,"BT458JF"
"springfield road","2015-01","Anti-social behaviour",54.594427,-5.987889,"BT205BZ"
"springtown road","2015-01","Anti-social behaviour",55.01364,-7.361057,"BT938DR"
"st. canices park","2015-01","Anti-social behaviour",55.029817,-7.175678,"BT473DH"
"staffa drive","2015-01","Anti-social behaviour",54.858759,-6.251839,"BT424EH"
"staffa drive","2015-01","Anti-social behaviour",54.859702,-6.251798,"BT424EH"
"stanfield drive","2015-01","Anti-social behaviour",54.589493,-5.682499,"BT238NG"
"stanhope drive","2015-01","Anti-social behaviour",54.604641,-5.936558,"BT131BX"
"station avenue","2015-01","Anti-social behaviour",54.25964,-5.934248,"BT319PH"
"station road","2015-01","Anti-social behaviour",54.67322,-5.912228,"BT557HH"
"station road","2015-01","Anti-social behaviour",55.187033,-6.707998,"BT557HH"
"steeple green","2015-01","Anti-social behaviour",54.726311,-6.206119,"BT411BP"
"stewartstown road","2015-01","Anti-social behaviour",54.565973,-6.014557,"BT714PF"
"stewartstown road","2015-01","Anti-social behaviour",54.559948,-6.023044,"BT714PF"
"stoneypath","2015-01","Anti-social behaviour",54.962789,-7.354309,"BT472AF"
"strandburn parade","2015-01","Anti-social behaviour",54.604956,-5.877882,"BT41LZ"
"stuart park","2015-01","Anti-social behaviour",55.066649,-6.502516,"BT537BE"
"summerhill court","2015-01","Anti-social behaviour",54.817997,-7.484366,"BT829FJ"
"susan street","2015-01","Anti-social behaviour",54.599705,-5.90499,"BT54FE"
"sycamore court","2015-01","Anti-social behaviour",54.364573,-5.850478,"BT248QZ"
"tannaghmore green","2015-01","Anti-social behaviour",54.46505,-6.385827,"BT666LA"
"tarry lane","2015-01","Anti-social behaviour",54.482367,-6.320833,"BT679LQ"
"tates avenue","2015-01","Anti-social behaviour",54.583785,-5.949617,"BT97BS"
"taughrane heights","2015-01","Anti-social behaviour",54.462936,-6.292819,"BT667RS"
"tavanagh gardens","2015-01","Anti-social behaviour",54.418539,-6.448355,"BT623EZ"
"temple road","2015-01","Anti-social behaviour",55.033407,-7.263341,"BT515BH"
"tempo road","2015-01","Anti-social behaviour",54.343024,-7.627793,"BT744RH"
"the brambles","2015-01","Anti-social behaviour",54.061557,-6.020483,"BT455RY"
"the cut","2015-01","Anti-social behaviour",54.347702,-6.270978,"BT324EW"
"the glade","2015-01","Anti-social behaviour",54.696197,-5.951333,"BT365NS"
"the mall","2015-01","Anti-social behaviour",54.175351,-6.339119,"BT341AN"
"the mews","2015-01","Anti-social behaviour",54.56787,-6.122706,"BT817BJ"
"the olde close","2015-01","Anti-social behaviour",54.885441,-6.338825,"BT435AR"
"the roddens","2015-01","Anti-social behaviour",54.853487,-5.821929,"BT401QQ"
"the square","2015-01","Anti-social behaviour",54.446455,-6.69121,"BT714LN"
"thomas street","2015-01","Anti-social behaviour",54.417529,-6.443864,"BT436AZ"
"thomas street","2015-01","Anti-social behaviour",54.868688,-6.275819,"BT436AZ"
"thornhill crescent","2015-01","Anti-social behaviour",54.54975,-6.021374,"BT170RH"
"thornleigh drive","2015-01","Anti-social behaviour",54.517501,-6.063984,"BT282DA"
"tiger court","2015-01","Anti-social behaviour",54.722136,-6.217308,"BT414HX"
"tobarmore park","2015-01","Anti-social behaviour",54.398501,-5.751298,"BT309HE"
"tonagh mews","2015-01","Anti-social behaviour",54.510077,-6.059904,"BT281DZ"
"toome road","2015-01","Anti-social behaviour",54.854567,-6.277823,"BT422BX"
"tower park","2015-01","Anti-social behaviour",54.626993,-5.680335,"BT237PL"
"tower street","2015-01","Anti-social behaviour",54.596988,-5.903241,"BT54FH"
"townhall street","2015-01","Anti-social behaviour",54.344809,-7.638878,"BT784AX"
"trainor crescent","2015-01","Anti-social behaviour",54.085227,-6.575511,"BT359DP"
"trasna way","2015-01","Anti-social behaviour",54.248965,-7.445594,"BT920LU"
"trevor hill","2015-01","Anti-social behaviour",54.177929,-6.335799,"BT341DN"
"tullyvar park","2015-01","Anti-social behaviour",54.527805,-6.067837,"BT283HJ"
"tullywiggan road","2015-01","Anti-social behaviour",54.619911,-6.73627,"BT808SD"
"twinburn crescent","2015-01","Anti-social behaviour",54.691787,-5.920302,"BT370ER"
"tynan close","2015-01","Anti-social behaviour",54.687401,-5.90511,"BT370JH"
"union street","2015-01","Anti-social behaviour",54.647632,-6.74201,"BT521QA"
"university street","2015-01","Anti-social behaviour",54.5862,-5.927357,"BT71HB"
"upper church lane","2015-01","Anti-social behaviour",54.599348,-5.924925,"BT635JE"
"upper english street","2015-01","Anti-social behaviour",54.348795,-6.65347,"BT617LA"
"upper galliagh road","2015-01","Anti-social behaviour",55.029141,-7.34522,"BT488LW"
"upper malone park","2015-01","Anti-social behaviour",54.556306,-5.969702,"BT96PP"
"upper newtownards road","2015-01","Anti-social behaviour",54.59486,-5.807505,"BT43LQ"
"upper water street","2015-01","Anti-social behaviour",54.177293,-6.335962,"BT341DJ"
"upritchard crescent","2015-01","Anti-social behaviour",54.644851,-5.654435,"BT197AS"
"valentia place","2015-01","Anti-social behaviour",54.212311,-5.890038,"BT330EH"
"vancouver drive","2015-01","Anti-social behaviour",54.622721,-5.940876,"BT155BY"
"ventry street","2015-01","Anti-social behaviour",54.591645,-5.932635,"BT27JP"
"vianstown road","2015-01","Anti-social behaviour",54.320672,-5.716197,"BT306DQ"
"victoria gardens","2015-01","Anti-social behaviour",54.350555,-6.273196,"BT387JN"
"victoria parade","2015-01","Anti-social behaviour",54.607845,-5.931597,"BT152EQ"
"victoria street","2015-01","Anti-social behaviour",54.469477,-6.334009,"BT536DW"
"victoria street","2015-01","Anti-social behaviour",54.602102,-5.925203,"BT536DW"
"wallasey park","2015-01","Anti-social behaviour",54.628725,-5.964375,"BT146PQ"
"waring street","2015-01","Anti-social behaviour",54.600778,-5.927653,"BT12ED"
"waterford gardens","2015-01","Anti-social behaviour",54.597322,-5.956349,"BT132QL"
"watermouth crescent","2015-01","Anti-social behaviour",54.601226,-5.968348,"BT127FH"
"watermouth crescent","2015-01","Anti-social behaviour",54.600879,-5.968582,"BT127FH"
"wauchope court","2015-01","Anti-social behaviour",54.591529,-5.949568,"BT126GG"
"waveney drive","2015-01","Anti-social behaviour",54.637378,-5.927325,"BT154FT"
"wesley street","2015-01","Anti-social behaviour",54.51468,-6.033432,"BT274TB"
"west street","2015-01","Anti-social behaviour",54.595523,-5.702351,"BT389HR"
"west street","2015-01","Anti-social behaviour",54.714537,-5.81019,"BT389HR"
"westland court","2015-01","Anti-social behaviour",54.546479,-5.492489,"BT808WQ"
"westland drive","2015-01","Anti-social behaviour",54.597064,-5.709197,"BT222TH"
"westland mews","2015-01","Anti-social behaviour",54.99648,-7.33208,"BT489EQ"
"westland road","2015-01","Anti-social behaviour",54.42401,-6.464419,"BT222QP"
"westlea drive","2015-01","Anti-social behaviour",54.456447,-5.450373,"BT221EY"
"westoncroft park","2015-01","Anti-social behaviour",55.06806,-6.523111,"BT536TB"
"whaley terrace","2015-01","Anti-social behaviour",54.345478,-7.649359,"BT747JU"
"wheatfield drive","2015-01","Anti-social behaviour",54.621846,-5.969937,"BT147JW"
"whitecliff parade","2015-01","Anti-social behaviour",54.594134,-5.981575,"BT127JS"
"whitecliff parade","2015-01","Anti-social behaviour",54.593147,-5.982227,"BT127JS"
"whiterock bay","2015-01","Anti-social behaviour",54.482275,-5.648462,"BT236QA"
"whiterock road","2015-01","Anti-social behaviour",54.590801,-5.97733,"BT127FW"
"whitewell crescent","2015-01","Anti-social behaviour",54.64786,-5.922422,"BT367HJ"
"whitewell mews","2015-01","Anti-social behaviour",54.660666,-5.938336,"BT367EG"
"william street","2015-01","Anti-social behaviour",54.997635,-7.321576,"BT210HL"
"william street mews","2015-01","Anti-social behaviour",54.595898,-5.701757,"BT234RZ"
"willowdale","2015-01","Anti-social behaviour",54.710045,-6.178737,"BT537LX"
"windrush park","2015-01","Anti-social behaviour",54.556832,-5.893291,"BT86LZ"
"winecellar entry","2015-01","Anti-social behaviour",54.600102,-5.928554,"BT11QN"
"wolfhill avenue south","2015-01","Anti-social behaviour",54.628785,-5.989987,"BT148NU"
"wolseley street","2015-01","Anti-social behaviour",54.586421,-5.930316,"BT71LG"
"woodburn crescent","2015-01","Anti-social behaviour",54.501552,-6.779428,"BT522QZ"
"woodburn crescent","2015-01","Anti-social behaviour",55.148312,-6.658618,"BT522QZ"
"woodend park","2015-01","Anti-social behaviour",55.147597,-6.769659,"BT514UY"
"woodland drive","2015-01","Anti-social behaviour",54.644725,-6.735485,"BT379SF"
"woodland walk","2015-01","Anti-social behaviour",55.03937,-6.943699,"BT499DQ"
"woodlands","2015-01","Anti-social behaviour",54.640889,-5.819791,"BT437NT"
"woodvale park","2015-01","Anti-social behaviour",55.206393,-6.521574,"BT716DB"
