"","Locality","Townland","Town"
"288011","FRUITHILL","STREEVE","LIMAVADY"
"288029",NA,"ENAGH","LIMAVADY"
"288034",NA,"COOLESSAN","LIMAVADY"
"288036",NA,"CARRAN","LIMAVADY"
"288037",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"288218",NA,"RATHBRADY MORE","LIMAVADY"
"288263",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"289368",NA,"TAMLAGHT","LIMAVADY"
"289640",NA,"ENAGH","LIMAVADY"
"289644",NA,"LENAMORE","LIMAVADY"
"289653",NA,"LARGY","LIMAVADY"
"289731",NA,"RATHBRADY MORE","LIMAVADY"
"289741",NA,"COOLESSAN","LIMAVADY"
"289812",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"289854",NA,"CARRAN","LIMAVADY"
"289891",NA,"LOMOND","LIMAVADY"
"289932",NA,"CARRAN","LIMAVADY"
"289988",NA,"BOVALLY","LIMAVADY"
"290610",NA,"BOVALLY","LIMAVADY"
"290625",NA,"WALWORTH","LIMAVADY"
"290909",NA,"CRESSY CRIB","LIMAVADY"
"291036",NA,"BOVALLY","LIMAVADY"
"291335",NA,"RATHBRADY MORE","LIMAVADY"
"291344",NA,"BOVALLY","LIMAVADY"
"291355",NA,"BOVALLY","LIMAVADY"
"291371",NA,"DRUMAVALLY","LIMAVADY"
"291374",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"291410",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"291456",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"291569",NA,"RATHFAD","LIMAVADY"
"292578",NA,"DERRY BEG","LIMAVADY"
"292689",NA,"RATHBRADY MORE","LIMAVADY"
"292911",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"293052",NA,"BALLYMULHOLLAND","LIMAVADY"
"293199",NA,"RATHBRADY MORE","LIMAVADY"
"293397",NA,"ARDGARVAN","LIMAVADY"
"293458",NA,"DRUMSURN LOWER","LIMAVADY"
"293683",NA,"OUGHTYMOYLE","LIMAVADY"
"293701",NA,"TEMAIN","LIMAVADY"
"293778",NA,"KEADY","LIMAVADY"
"293804",NA,"MARGYMONAGHAN","LIMAVADY"
"293940",NA,"CLOONEY","LIMAVADY"
"293954",NA,"DRUMAVALLY","LIMAVADY"
"293955",NA,"DRUMAVALLY","LIMAVADY"
"293956",NA,"BENONE","LIMAVADY"
"293961",NA,"DRUMAVALLY","LIMAVADY"
"293962",NA,"DRUMAVALLY","LIMAVADY"
"293963",NA,"BALLYMULHOLLAND","LIMAVADY"
"293964",NA,"OUGHTYMOYLE","LIMAVADY"
"293966",NA,"OUGHTYMOYLE","LIMAVADY"
"293975",NA,"BENONE","LIMAVADY"
"293976",NA,"DRUMAVALLY","LIMAVADY"
"294089",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"294153",NA,"ARTIKELLY","LIMAVADY"
"294318",NA,"RATHBRADY MORE","LIMAVADY"
"294320",NA,"LARGY","LIMAVADY"
"294323",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"294324",NA,"COOLESSAN","LIMAVADY"
"294325",NA,"COOLESSAN","LIMAVADY"
"294327",NA,"RATHBRADY MORE","LIMAVADY"
"294328",NA,"ENAGH","LIMAVADY"
"294329",NA,"RATHBRADY MORE","LIMAVADY"
"294330",NA,"COOLESSAN","LIMAVADY"
"294331",NA,"CARRAN","LIMAVADY"
"294332",NA,"BOVALLY","LIMAVADY"
"294337",NA,"ENAGH","LIMAVADY"
"294338",NA,"RATHBRADY MORE","LIMAVADY"
"294339",NA,"CARRAN","LIMAVADY"
"294340",NA,"RATHBRADY MORE","LIMAVADY"
"294345",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"294346",NA,"COOLESSAN","LIMAVADY"
"294348",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"294349",NA,"ENAGH","LIMAVADY"
"294354",NA,"DROMORE","LIMAVADY"
"294356",NA,"BOVALLY","LIMAVADY"
"294357",NA,"BOVALLY","LIMAVADY"
"294358",NA,"BOVALLY","LIMAVADY"
"294359",NA,"BALLYMULLY","LIMAVADY"
"294362",NA,"ARDGARVAN","LIMAVADY"
"294363",NA,"CARRAN","LIMAVADY"
"294367",NA,"COOLESSAN","LIMAVADY"
"294368",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"294369",NA,"BALLYCRUM","LIMAVADY"
"294370","BOVALLY","BOVALLY","LIMAVADY"
"294371",NA,"CARRICK EAST","LIMAVADY"
"294372",NA,"BOVALLY","LIMAVADY"
"294374",NA,"BOVALLY","LIMAVADY"
"294376",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"294379","WHITE HILL BUSINESS PARK","CARRAN","LIMAVADY"
"294381",NA,"CARRAN","LIMAVADY"
"294385",NA,"BOVALLY","LIMAVADY"
"294387",NA,"COOLESSAN","LIMAVADY"
"294388",NA,"COOLESSAN","LIMAVADY"
"294390",NA,"ENAGH","LIMAVADY"
"294394",NA,"DRUMAGOSKER","LIMAVADY"
"294395",NA,"GLENKEEN","LIMAVADY"
"294405","BOVALLY","BOVALLY","LIMAVADY"
"294409",NA,"BOVALLY","LIMAVADY"
"294424",NA,"ENAGH","LIMAVADY"
"294431",NA,"BALLYNAHERY","LIMAVADY"
"294600",NA,"DRUMSURN LOWER","LIMAVADY"
"300540",NA,"COOLESSAN","LIMAVADY"
"300567",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"301207",NA,"RATHBRADY MORE","LIMAVADY"
"301215",NA,"ENAGH","LIMAVADY"
"301300",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"301565",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"301727",NA,"BOVALLY","LIMAVADY"
"301746",NA,"CORNDALE UPPER","LIMAVADY"
"301782",NA,"WALWORTH","LIMAVADY"
"301835",NA,"BOVALLY","LIMAVADY"
"301925",NA,"COOLESSAN","LIMAVADY"
"302158",NA,"ENAGH","LIMAVADY"
"302159",NA,"CARRAN","LIMAVADY"
"302189",NA,"BACK","LIMAVADY"
"302202",NA,"RATHBRADY MORE","LIMAVADY"
"302254",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"302836",NA,"CARRICK EAST","LIMAVADY"
"302844",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"302855",NA,"COOLESSAN","LIMAVADY"
"302910",NA,"RATHBRADY MORE","LIMAVADY"
"302911",NA,"GORTGARN","LIMAVADY"
"302912",NA,"BOVALLY","LIMAVADY"
"303918",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"303970",NA,"DRUMSURN LOWER","LIMAVADY"
"303971",NA,"DRUMGAVENNY LOWER","LIMAVADY"
"304009",NA,"DRUMSURN LOWER","LIMAVADY"
"304091",NA,"LOWER CORNDALE","LIMAVADY"
"304177",NA,"BOVALLY","LIMAVADY"
"304252",NA,"WALWORTH","LIMAVADY"
"304310",NA,"ENAGH","LIMAVADY"
"304366",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"304505",NA,"MOYS","LIMAVADY"
"304526",NA,"RATHBRADY MORE","LIMAVADY"
"304583",NA,"ENAGH","LIMAVADY"
"304638",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"304648",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"305236",NA,"BOVALLY","LIMAVADY"
"305252",NA,"BOVALLY","LIMAVADY"
"305276",NA,"BOVALLY","LIMAVADY"
"305344",NA,"BOVALLY","LIMAVADY"
"305355",NA,"BOVALLY","LIMAVADY"
"305367",NA,"BOVALLY","LIMAVADY"
"305563",NA,"WALWORTH","LIMAVADY"
"306041",NA,"ENAGH","LIMAVADY"
"306060",NA,"BOVALLY","LIMAVADY"
"306067",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"306103",NA,"KILLYBREADY","LIMAVADY"
"306117",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"306148",NA,"COOLESSAN","LIMAVADY"
"306160",NA,"BOVALLY","LIMAVADY"
"306161",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"306174",NA,"BALLYMULTIMBER","LIMAVADY"
"306256",NA,"ARDGARVAN","LIMAVADY"
"307294",NA,"COOLESSAN","LIMAVADY"
"307952",NA,"BOVALLY","LIMAVADY"
"307975",NA,"KILLANE","LIMAVADY"
"307986",NA,"LOWER DOAGHS","LIMAVADY"
"308071",NA,"DRUMSURN UPPER","LIMAVADY"
"308213",NA,"CULMORE LOWER","LIMAVADY"
"308463",NA,"DUNCRUN","LIMAVADY"
"308471",NA,"COOLESSAN","LIMAVADY"
"308472",NA,"COOLESSAN","LIMAVADY"
"308486",NA,"ENAGH","LIMAVADY"
"308545",NA,"BOVALLY","LIMAVADY"
"308568",NA,"RATHBRADY MORE","LIMAVADY"
"308575",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"308724",NA,"OUGHTYMOYLE","LIMAVADY"
"308739",NA,"BENONE","LIMAVADY"
"308882",NA,"BALLYHANNA","LIMAVADY"
"309096",NA,"COOLESSAN","LIMAVADY"
"309119",NA,"GLACK","LIMAVADY"
"309130",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309133",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309134",NA,"COOLESSAN","LIMAVADY"
"309137",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309138",NA,"ENAGH","LIMAVADY"
"309139",NA,"ENAGH","LIMAVADY"
"309141",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309142",NA,"ENAGH","LIMAVADY"
"309143",NA,"RATHBRADY MORE","LIMAVADY"
"309144",NA,"RATHBRADY MORE","LIMAVADY"
"309145",NA,"RATHBRADY MORE","LIMAVADY"
"309148",NA,"RATHBRADY MORE","LIMAVADY"
"309149",NA,"COOLESSAN","LIMAVADY"
"309150",NA,"CARRAN","LIMAVADY"
"309153",NA,"ENAGH","LIMAVADY"
"309154",NA,"COOLESSAN","LIMAVADY"
"309155",NA,"RATHBRADY MORE","LIMAVADY"
"309156",NA,"ENAGH","LIMAVADY"
"309158",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309159",NA,"COOLESSAN","LIMAVADY"
"309160",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309161",NA,"COOLESSAN","LIMAVADY"
"309162",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309163",NA,"ENAGH","LIMAVADY"
"309164",NA,"ENAGH","LIMAVADY"
"309165",NA,"RATHBRADY MORE","LIMAVADY"
"309166",NA,"KILLANE","LIMAVADY"
"309171",NA,"RATHBRADY MORE","LIMAVADY"
"309173",NA,"BOVALLY","LIMAVADY"
"309174",NA,"ENAGH","LIMAVADY"
"309175",NA,"CARRAN","LIMAVADY"
"309176",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309178",NA,"RATHBRADY MORE","LIMAVADY"
"309179",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309180",NA,"BALLYCRUM","LIMAVADY"
"309181",NA,"BOVALLY","LIMAVADY"
"309182",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309184",NA,"DRUMMOND","LIMAVADY"
"309185",NA,"LARGY","LIMAVADY"
"309186",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309188",NA,"AGHANSILLAGH","LIMAVADY"
"309189",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309193",NA,"CARRAN","LIMAVADY"
"309197",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"309198",NA,"BOVALLY","LIMAVADY"
"309202",NA,"COOLESSAN","LIMAVADY"
"309203",NA,"ENAGH","LIMAVADY"
"309204",NA,"BOVALLY","LIMAVADY"
"309214",NA,"BOVALLY","LIMAVADY"
"309218",NA,"CARRAN","LIMAVADY"
"309444",NA,"BALLYDARROG","LIMAVADY"
"309491",NA,"DRUMSURN LOWER","LIMAVADY"
"309492",NA,"DRUMGAVENNY LOWER","LIMAVADY"
"309499",NA,"DRUMSURN UPPER","LIMAVADY"
"309500",NA,"DRUMSURN LOWER","LIMAVADY"
"309780",NA,"CARROWREAGH","LIMAVADY"
"310022",NA,"RATHBRADY MORE","LIMAVADY"
"314691",NA,"DRUMSURN LOWER","LIMAVADY"
"315352",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"315397",NA,"BALLYMAGLIN","LIMAVADY"
"315552",NA,"CARROWCLARE","LIMAVADY"
"315582",NA,"BOVALLY","LIMAVADY"
"315769",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"315770",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"315785",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"316016",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"316029",NA,"ENAGH","LIMAVADY"
"316252",NA,"BOVALLY","LIMAVADY"
"316258",NA,"BOVALLY","LIMAVADY"
"316658",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"316754",NA,"DEER PARK","LIMAVADY"
"316967",NA,"BALLYDARROG","LIMAVADY"
"316978",NA,"BOVALLY","LIMAVADY"
"317052",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317078",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317439",NA,"ENAGH","LIMAVADY"
"317452",NA,"GORTNAMONEY","LIMAVADY"
"317477",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317478",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317588",NA,"ENAGH","LIMAVADY"
"317610",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317667",NA,"RATHBRADY MORE","LIMAVADY"
"317668",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317675",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317695",NA,"COOLESSAN","LIMAVADY"
"317706",NA,"BOVALLY","LIMAVADY"
"317716",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"317748",NA,"BALLYSCULLION","LIMAVADY"
"317771",NA,"DRUMAVALLY","LIMAVADY"
"318300",NA,"DRUMSURN LOWER","LIMAVADY"
"318703",NA,"ENAGH","LIMAVADY"
"318849",NA,"BOVALLY","LIMAVADY"
"318862",NA,"DRUMAVALLY","LIMAVADY"
"318917",NA,"ENAGH","LIMAVADY"
"319060",NA,"WALWORTH","LIMAVADY"
"319115",NA,"COOLESSAN","LIMAVADY"
"319140",NA,"RATHBRADY MORE","LIMAVADY"
"319148",NA,"RATHBRADY MORE","LIMAVADY"
"319257",NA,"GORTNAMONEY","LIMAVADY"
"319324",NA,"COOLESSAN","LIMAVADY"
"319325",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"319340",NA,"COOLESSAN","LIMAVADY"
"319391",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"319419",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"320094",NA,"BOVALLY","LIMAVADY"
"320100",NA,"BOVALLY","LIMAVADY"
"320180",NA,"BOVALLY","LIMAVADY"
"320199",NA,"BOVALLY","LIMAVADY"
"320207",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"320876",NA,"RATHBRADY MORE","LIMAVADY"
"320877",NA,"RATHBRADY MORE","LIMAVADY"
"320878",NA,"CARRAN","LIMAVADY"
"320879",NA,"RATHBRADY MORE","LIMAVADY"
"320901",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"320969",NA,"BOVALLY","LIMAVADY"
"320975",NA,"ENAGH","LIMAVADY"
"321001",NA,"BOVALLY","LIMAVADY"
"321006",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"321075",NA,"BOVALLY","LIMAVADY"
"321117","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"322130",NA,"DRUMRAMER","LIMAVADY"
"322247",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"322702",NA,"BOVALLY","LIMAVADY"
"322731","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"322798",NA,"CULMORE UPPER","LIMAVADY"
"322799",NA,"ENAGH","LIMAVADY"
"323341",NA,"COOLESSAN","LIMAVADY"
"323451",NA,"LARGY","LIMAVADY"
"323452",NA,"CLAGAN","LIMAVADY"
"323549",NA,"DRUMSURN LOWER","LIMAVADY"
"323579",NA,"CLOONEY","LIMAVADY"
"323588",NA,"DRUMAVALLY","LIMAVADY"
"323589",NA,"DRUMAVALLY","LIMAVADY"
"323596",NA,"DRUMAVALLY","LIMAVADY"
"323597",NA,"LENAMORE","LIMAVADY"
"323728",NA,"BURNALLY","LIMAVADY"
"323735",NA,"BURNALLY","LIMAVADY"
"323746",NA,"DRUMADERRY","LIMAVADY"
"323750",NA,"DRUMBANE","LIMAVADY"
"323956",NA,"GLACK","LIMAVADY"
"323972",NA,"RATHBRADY MORE","LIMAVADY"
"323973",NA,"RATHBRADY MORE","LIMAVADY"
"323974",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"323977",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"323978",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"323979",NA,"RATHBRADY MORE","LIMAVADY"
"323980",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"323981",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"323982",NA,"ENAGH","LIMAVADY"
"323983",NA,"RATHBRADY MORE","LIMAVADY"
"323984",NA,"RATHBRADY MORE","LIMAVADY"
"323987",NA,"RATHBRADY MORE","LIMAVADY"
"323988",NA,"ENAGH","LIMAVADY"
"323989",NA,"ENAGH","LIMAVADY"
"323992",NA,"RATHBRADY MORE","LIMAVADY"
"323993",NA,"RATHBRADY MORE","LIMAVADY"
"323997",NA,"COOLESSAN","LIMAVADY"
"323998",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"323999",NA,"COOLESSAN","LIMAVADY"
"324003",NA,"RATHBRADY MORE","LIMAVADY"
"324005",NA,"LARGY","LIMAVADY"
"324006",NA,"RATHBRADY MORE","LIMAVADY"
"324008",NA,"BOVALLY","LIMAVADY"
"324010",NA,"ENAGH","LIMAVADY"
"324011",NA,"LARGY","LIMAVADY"
"324014",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"324015",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"324020",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"324021","TERRYDREMONT SOUTH","TERRYDREMONT SOUTH","LIMAVADY"
"324023",NA,"ENAGH","LIMAVADY"
"324024",NA,"COOLESSAN","LIMAVADY"
"324026",NA,"ENAGH","LIMAVADY"
"324030",NA,"ENAGH","LIMAVADY"
"324031",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"324036",NA,"ENAGH","LIMAVADY"
"324037",NA,"ENAGH","LIMAVADY"
"324038",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"324039",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"324040",NA,"COOLESSAN","LIMAVADY"
"324048",NA,"DRUMAGOSKER","LIMAVADY"
"324059",NA,"BOVALLY","LIMAVADY"
"324062",NA,"ENAGH","LIMAVADY"
"324243",NA,"LARGY","LIMAVADY"
"324275",NA,"DRUMSURN LOWER","LIMAVADY"
"324292",NA,"BALLYQUIN","LIMAVADY"
"329504",NA,"DRUMSURN LOWER","LIMAVADY"
"330012",NA,"RATHBRADY MORE","LIMAVADY"
"330207",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"330245",NA,"BALLYMULTIMBER","LIMAVADY"
"330286",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"330417",NA,"BOVALLY","LIMAVADY"
"330584",NA,"RATHBRADY MORE","LIMAVADY"
"330632",NA,"BOVALLY","LIMAVADY"
"330791",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"330792",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"330835",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"330837",NA,"RATHBRADY MORE","LIMAVADY"
"331003","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"331078",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"331081",NA,"BOVALLY","LIMAVADY"
"331098",NA,"GLACK","LIMAVADY"
"331106",NA,"BOVALLY","LIMAVADY"
"331158",NA,"RATHBRADY MORE","LIMAVADY"
"331241",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"331751","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"331838",NA,"COOLESSAN","LIMAVADY"
"331887",NA,"ENAGH","LIMAVADY"
"332257",NA,"COOLESSAN","LIMAVADY"
"332259",NA,"ENAGH","LIMAVADY"
"332277",NA,"ENAGH","LIMAVADY"
"332287","FRUITHILL","GRANNAGH","LIMAVADY"
"332288",NA,"BOVALLY","LIMAVADY"
"332429",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"332469",NA,"RATHBRADY MORE","LIMAVADY"
"332470",NA,"ENAGH","LIMAVADY"
"332471",NA,"CARRAN","LIMAVADY"
"332498",NA,"MULKEERAGH","LIMAVADY"
"332502",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"332633",NA,"DRUMSURN LOWER","LIMAVADY"
"333365",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"333419",NA,"BOVALLY","LIMAVADY"
"333571","BOVALLY","BOVALLY","LIMAVADY"
"333593",NA,"CARRAN","LIMAVADY"
"333659",NA,"LARGY","LIMAVADY"
"333730",NA,"RATHBRADY MORE","LIMAVADY"
"334112",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"334113",NA,"RATHBRADY MORE","LIMAVADY"
"334134",NA,"COOLESSAN","LIMAVADY"
"334216",NA,"BOVALLY","LIMAVADY"
"334973",NA,"BOVALLY","LIMAVADY"
"335026",NA,"BOVALLY","LIMAVADY"
"335027",NA,"RATHBRADY MORE","LIMAVADY"
"335231",NA,"WALWORTH","LIMAVADY"
"335285",NA,"BOVALLY","LIMAVADY"
"335470",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"335730",NA,"DROMORE","LIMAVADY"
"335731",NA,"ENAGH","LIMAVADY"
"335738",NA,"BOVALLY","LIMAVADY"
"335769",NA,"DRUMAVALLY","LIMAVADY"
"335823","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"335831",NA,"ENAGH","LIMAVADY"
"335839",NA,"RATHBRADY MORE","LIMAVADY"
"335840",NA,"ENAGH","LIMAVADY"
"335873",NA,"ENAGH","LIMAVADY"
"335874",NA,"BOVALLY","LIMAVADY"
"335875",NA,"CARRAN","LIMAVADY"
"335882",NA,"RATHBRADY MORE","LIMAVADY"
"335883",NA,"COOLESSAN","LIMAVADY"
"335884",NA,"ENAGH","LIMAVADY"
"335893",NA,"LARGY","LIMAVADY"
"335950",NA,"BOVALLY","LIMAVADY"
"335964",NA,"GLACK","LIMAVADY"
"335977",NA,"ENAGH","LIMAVADY"
"335982",NA,"GORTNAMONEY","LIMAVADY"
"335987",NA,"RATHBRADY MORE","LIMAVADY"
"336051",NA,"GLACK","LIMAVADY"
"337094",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"337150",NA,"BELLARENA","LIMAVADY"
"337708",NA,"CLOGHAN","LIMAVADY"
"337756",NA,"ENAGH","LIMAVADY"
"338067",NA,"TEMAIN","LIMAVADY"
"338103","LIMAVADY","GLEBE","LIMAVADY"
"338174",NA,"COOLESSAN","LIMAVADY"
"338180",NA,"COOLESSAN","LIMAVADY"
"338194",NA,"ENAGH","LIMAVADY"
"338259",NA,"MIDDLE DOAGHS UPPER","LIMAVADY"
"338261",NA,"BOVALLY","LIMAVADY"
"338263",NA,"LARGY","LIMAVADY"
"338421",NA,"BALLYMULTIMBER","LIMAVADY"
"338425",NA,"CLOONEY","LIMAVADY"
"338426",NA,"CLOONEY","LIMAVADY"
"338595","FRUITHILL","CLOONEY","LIMAVADY"
"338844",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"338845",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"338846",NA,"ENAGH","LIMAVADY"
"338847",NA,"ENAGH","LIMAVADY"
"338849",NA,"ENAGH","LIMAVADY"
"338852",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"338853",NA,"ENAGH","LIMAVADY"
"338854",NA,"ENAGH","LIMAVADY"
"338857",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"338858",NA,"RATHBRADY MORE","LIMAVADY"
"338859",NA,"RATHBRADY MORE","LIMAVADY"
"338861",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"338862",NA,"ENAGH","LIMAVADY"
"338865",NA,"RATHBRADY MORE","LIMAVADY"
"338866",NA,"CARRAN","LIMAVADY"
"338868",NA,"RATHBRADY MORE","LIMAVADY"
"338869",NA,"LARGY","LIMAVADY"
"338871",NA,"DROMORE","LIMAVADY"
"338872",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"338873",NA,"ENAGH","LIMAVADY"
"338874",NA,"BOVALLY","LIMAVADY"
"338875",NA,"RATHBRADY MORE","LIMAVADY"
"338876",NA,"BOVALLY","LIMAVADY"
"338878",NA,"ENAGH","LIMAVADY"
"338879",NA,"RATHBRADY MORE","LIMAVADY"
"338880",NA,"BALLYMULLY","LIMAVADY"
"338883",NA,"BOVALLY","LIMAVADY"
"338884",NA,"ENAGH","LIMAVADY"
"338887",NA,"RATHBRADY MORE","LIMAVADY"
